TAC,manufacturer,model,aka,os,year,lte
1013100,Siemens,C56 CT56,,Proprietary,,0
1013151,Siemens,CT56,,Proprietary,,0
1013152,Siemens,CT56,,Proprietary,,0
1013200,Samsung,1902G GPRS OEM Radio modem,1902G GPRS OEM Radio modem\, SGH-R225,Proprietary,,0
1013300,Samsung,SGH,SGH-S105,Proprietary,,0
1013400,Siemens,C56 CT56,,Proprietary,,0
1013451,Siemens,Siemens C56,,Proprietary,,0
1013452,Siemens,Siemens C56,,Proprietary,,0
1013500,Psion Teklogix Inc,Netpad 5110 5310 5510 5710,,Proprietary,,0
1013501,Psion Teklogix Inc,Netpad Model 5110 5310 5510 5710,,Proprietary,,0
1013600,Nokia,6590i,,,,
1013630,Nokia,6590i,,Symbian,,0
1013631,Nokia,6590i,,Symbian,,0
1013632,Nokia,6590i,,Symbian,,0
1013633,Nokia,6590i,,Symbian,,0
1013634,Nokia,6590i,,Symbian,,0
1013635,Nokia,6590i,,Symbian,,0
1013636,Nokia,6590i,,Symbian,,0
1013637,Nokia,6590i,,Symbian,,0
1013638,Nokia,6590i,,Symbian,,0
1013639,Nokia,6590i,,Symbian,,0
1013650,Nokia,6590i,,Symbian,,0
1013700,Nokia,6590i,,,,
1013730,Nokia,6590i,,Symbian,,0
1013731,Nokia,6590i,,Symbian,,0
1013732,Nokia,6590i,,Symbian,,0
1013733,Nokia,6590i,,Symbian,,0
1013734,Nokia,6590i,,Symbian,,0
1013735,Nokia,6590i,,Symbian,,0
1013736,Nokia,6590i,,Symbian,,0
1013737,Nokia,6590i,,Symbian,,0
1013738,Nokia,6590i,,Symbian,,0
1013739,Nokia,6590i,,Symbian,,0
1013830,Nokia,6590,,Symbian,,0
1013831,Nokia,6590,,Symbian,,0
1013832,Nokia,6590,,Symbian,,0
1013833,Nokia,6590,,Symbian,,0
1013834,Nokia,6590,,Symbian,,0
1013835,Nokia,6590,,Symbian,,0
1013836,Nokia,6590,,Symbian,,0
1013837,Nokia,6590,,Symbian,,0
1013838,Nokia,6590,,Symbian,,0
1013839,Nokia,6590,,Symbian,,0
1013900,Sierra Wireless,M1213A,,Proprietary,,0
1014050,Nokia,6340i,,Symbian,,0
1014072,Nokia,6340i,,Symbian,,0
1014100,Research In Motion,BlackBerry 6210 Wireless HandheldModel R6220GW,,Blackberry,,0
1014200,Motorola,T720i,,Proprietary,,0
1014269,Motorola,T720 T720i no EOTD,,Proprietary,,0
1014300,Telular Corp,Phonecell SX5,,Proprietary,,0
1014400,Nokia,6340i,,,,
1014450,Nokia,6340i,,Symbian,,0
1014472,Nokia,6340i,,Symbian,,0
1014530,Nokia,3395i,,Symbian,,0
1014531,Nokia,3395i,,Symbian,,0
1014532,Nokia,3395i,,Symbian,,0
1014533,Nokia,3395i,,Symbian,,0
1014534,Nokia,3395i,,Symbian,,0
1014535,Nokia,3395i,,Symbian,,0
1014550,Nokia,3395i,,Symbian,,0
1014572,Nokia,3395i,,Symbian,,0
1014610,Nokia,31,,Symbian,,0
1014691,Nokia,31,,Symbian,,0
1014700,Nec,KMP6J1F1,KMP6J1F1-1A\, (UK),Proprietary,,0
1014800,Sonyericsson,GM28type 6220502,GM28type 6220502-BV,Proprietary,,0
1014900,Novatel Wireless Inc,Expedite G301,,Proprietary,,0
1015000,Shintom Coltd,GDX2002,,Proprietary,,0
1015100,Panasonic,CF,CF-M34,Proprietary,,0
1015200,Samsung,SGH,SGH-V205,Proprietary,,0
1015289,Samsung,SGH,SGH-V205,,,
1015311,Enfora,GSM0103Enabler G1900,,Proprietary,,0
1015400,Sendo Ltd,Type SND251 Model S251 P251 J551,,Proprietary,,0
1015500,Intel,IG3110,,Proprietary,,0
1015600,Siemens,S56,,Proprietary,,0
1015651,Siemens,S56,,Proprietary,,0
1015700,Sony,Ericsson,,,,
1015771,Sony Ericsson,T316,,Proprietary,,0
1015800,Sony,Ericsson,,,,
1015871,Sony Ericsson,T3061260101,T3061260101-BV,Proprietary,,0
1015881,Sony Ericsson,T3061260101,T3061260101-BV,Proprietary,,0
1015900,Motorola,C330 EOTD,,Proprietary,,0
1016000,Amio,HT,HT-G1105A-NX\, Amio,Proprietary,,0
1016100,Nokia,D311,D311\, Nokia,Symbian,,0
1016200,Maxon,MX,MX-5010,Proprietary,,0
1016300,Motorola,C350,C350\, Motorola,Proprietary,,0
1016400,Sony,T1061220101,T1061220101-BV\, Ericsson,Proprietary,,0
1016500,Nokia,3595,,Symbian,,0
1016600,Nokia,3595,,Symbian,,0
1016700,Motorola,C330,,Proprietary,,0
1016800,Motorola,V70 1900,,Proprietary,,0
1016900,Motorola,T720 T720i with EOTD,T720 T720i with EOTD\, Motorola,Proprietary,,0
1017000,Motorola,T720 T720i no EOTD,T720 T720i no EOTD\, Motorola,Proprietary,,0
1017100,Nokia,3391,,Symbian,,0
1017200,Samsung,SGH,SGH-E400,Proprietary,,0
1017300,Sony,SGH,SGH-S307\, Ericsson,Proprietary,,0
1017400,Nokia,6800,6800\, 6800b,Symbian,,0
1017500,Nokia,6800,6800\, 6800b,Symbian,,0
1017600,Intermec Technologies Corp,700C,,Proprietary,,0
1017700,Siemens,A56xx,,Proprietary,,0
1017800,Siemens,A56xx,,Proprietary,,0
1017900,Samsung,EB,EB-G60U\, SGH-X427,Proprietary,,0
1018000,Nokia,3590,,Symbian,,0
1018100,Nokia,3590,,Symbian,,0
1018200,Nokia,3590,,Symbian,,0
1018300,Nokia,3590,,Symbian,,0
1018400,Nokia,3595,,Symbian,,0
1018500,Nokia,3595,,Symbian,,0
1018600,Nokia,G20,G20\, 3595,Proprietary,,0
1018700,Nokia,3600,,Symbian,,0
1018800,Motorola,C330 EOTD,C330 EOTD\, C333,Proprietary,,0
1018900,Motorola,C330 EOTD,,Proprietary,,0
1019000,Sharp,HT,HT-G01031-CE\, PV-100,Proprietary,,0
1019100,Hiptop,FidoHiptop,FidoHiptop\, hiptop,Proprietary,,0
1019200,Samsung,SGH,SGH-R225M,Proprietary,,0
1019300,Rim,BlackBerry 6230 Wireless HandheldMono LCD Model R6231GE,BlackBerry 6230 Wireless HandheldMono LCD Model R6231GE\, RIM,Blackberry,,0
1019400,Research In Motion,R6230GE,R6230GE\, Blackberry  7230  6230GE\, Blackberry72306230GE,Proprietary,,0
1019500,Lg,W3000S,W3000S\, Electronics,Proprietary,,0
1019600,Samsung,SGH,SGH-S300M,Proprietary,,0
1019700,Sony,T616AAB,T616AAB-1031011\, Ericsson,Proprietary,,0
1019800,Nokia,3300b,,Symbian,,0
1019900,Nokia,3300b,,Symbian,,0
1020000,Nokia,6340i,,Symbian,,0
1020100,Siemens,SL55,SL56\, AG,Proprietary,,0
1020200,Samsung,SGH,SGH-R225M,Proprietary,,0
1020300,Motorola,C350,,Proprietary,,0
1020400,Rim,BlackBerry 7210 Wireless HandheldModel R6232GW,,Blackberry,,0
1020500,Motorola,C350,,Proprietary,,0
1020600,Nokia,3395,3395\, 3595,Symbian,,0
1020700,Pantech & Curitel,GA,GA-160C,Proprietary,,0
1020800,Lg,T226AAA,T226AAA-1041011-BV\, 4011,Proprietary,,0
1020900,Siemens,S45,S46\, T226AAA-1041011-BV\, Ericsson,Proprietary,,0
1021000,Nokia,3390b,,Symbian,,0
1021030,Nokia,3390b,,Symbian,,0
1021032,Nokia,3390b,,Symbian,,0
1021100,Telular Corp,Phonecell SX5 GSM 850,Phonecell SX5 GSM 850-1900,Proprietary,,0
1021200,Nokia,A56,A56\, 3220b,Proprietary,,0
1021300,Siemens,A56,,Proprietary,,0
1021400,Motorola,C350 PC4,,Proprietary,,0
1021500,Palmone,Treo 600,,Proprietary,,0
1021600,Sony,T226s,T226s\, Ericsson,Proprietary,,0
1021700,Motorola,T720 T720i with EOTD,,Proprietary,,0
1021800,Samsung,SGH,SGH-X105,Proprietary,,0
1021900,Sony Ericsson,T106 8501272101,T106 8501272101-BV,Proprietary,,0
1022000,Lg,iX104,iX104\, Electronics,Proprietary,,0
1022100,Nokia,6340i,,Symbian,,0
1022200,Lg,C1400,1400\,4010\,4100\, G4010\, Electronics\, 1400/4100/4010,Proprietary,,0
1022300,Lg,G4050,G4050\, Electronics,Proprietary,,0
1022400,Maxon,MX,MX-5020,Proprietary,,0
1022500,Alcatel,One Touch 331P,One Touch 331P\, 331p,Proprietary,,0
1022600,Research In Motion,BlackBerry 6280 Wireless HandheldColour LCDGSM850 PC5 Model R6231GN,BlackBerry 6280 Wireless HandheldColour LCDGSM850 PC5 Model R6231GN\, Blackberry  6280\, Blackberry6280,Blackberry,,0
1022700,Research In Motion,BlackBerry 7280 Wireless HandheldColour LCDGSM850 PC5 Model R6230GN,BlackBerry 7280 Wireless HandheldColour LCDGSM850 PC5 Model R6230GN\, Blackberry  7280\, Blackberry7280,Blackberry,,0
1022800,Danger,Hiptop,Hiptop-tina\, Danger,Proprietary,,0
1022900,Siemens,M56,,Proprietary,,0
1023000,Enfora,GSM0103,,Proprietary,,0
1023100,Enfora,GSM1203,,Proprietary,,0
1023200,Enfora,GSM2203,,Proprietary,,0
1023300,Nokia,6340i,,Symbian,,0
1023400,Nokia,6340i,6340i\, 6341i,Symbian,,0
1023500,Nokia,6340i,,Symbian,,0
1023600,Nokia,6340i,,Symbian,,0
1023700,Research In Motion,R6030GE,R6030GE\, Blackberry  7730  R6030GE\, Blackberry7730R6030GE,Proprietary,,0
1023800,Research In Motion,BlackBerry 7780 Wireless HandheldModel R6030GN,BlackBerry 7780 Wireless HandheldModel R6030GN\, Blackberry  7780\, Blackberry7780,Blackberry,,0
1023900,Samsung,SGH,SGH-S300M,Proprietary,,0
1024000,Sagem,B2003a,B2003a\, X-2a,Proprietary,,0
1024100,Multi-Tech Systemsinc,MTSMC,MTSMC-G-F2,Proprietary,,0
1024200,Multi-Tech Systemsinc,MTMMC,MTMMC-G-F2,Proprietary,,0
1024300,Wavecom,MTCBA,MTCBA-G-F2\, Multitech,Proprietary,,0
1024400,Nec,a525KMP6J1F1,a525KMP6J1F1-6A\, N525,Proprietary,,0
1024600,Wavecom,NCGL801,NCGL801\, Q2426B,Proprietary,,0
1024700,Nokia,3395,,Symbian,,0
1024800,Accetioinc,AGM1100,,Proprietary,,0
1024900,Sony,T62U,T62U\, Ericsson,Proprietary,,0
1025000,Siemens,A56,,Proprietary,,0
1025100,Samsung,SGH,SGH-X426,Proprietary,,0
1025200,Samsung,SGH,SGH-X427\, SGH-X426,Proprietary,,0
1025300,Nokia,3620,3620\, 3595,Symbian,,0
1025400,Enfora,GSM2303,,Proprietary,,0
1025500,Motorola,E365,,Proprietary,,0
1025600,Sony,GC82 FAA,GC82 FAA-1041011-BV\, Ericsson,Proprietary,,0
1025700,Sony,GR486220511,GR486220511-BV\, Ericsson,Proprietary,,0
1025800,Sony Ericsson,GT486220512,GT486220512-BV,Proprietary,,0
1025841,Lg,Electronics,,,,
1025900,Nokia,3595,,Symbian,,0
1026000,Nokia,3595,,Symbian,,0
1026100,Motorola,T720 T720i no EOTD,,Proprietary,,0
1026200,Nokia,3595,,Symbian,,0
1026300,Nokia,3595,,Symbian,,0
1026400,Mirae Comm Co,MGH900,,Proprietary,,0
1026500,Samsung,SGH,SGH-R225M,Proprietary,,0
1026600,Samsung,SGH,SGH-P500,Proprietary,,0
1026700,Mult-Tech Systems Inc,MTCBA,MTCBA-G-F1,Proprietary,,0
1026800,Mult-Tech Systems Inc,MTMMC,MTMMC-G-F1,Proprietary,,0
1026900,Mult-Tech Systems Inc,MTSMC,MTSMC-G-F1,Proprietary,,0
1027000,Its Telecom Ltd,CellGateway,,Proprietary,,0
1027100,Nokia,3390b,,Symbian,,0
1027200,Motorola,C200,,Proprietary,,0
1027300,Sony,T237AAA,T237AAA-1041013-BV T226m\, Ericsson,Proprietary,,0
1027400,Nokia,RH,RH-36\, 1100b,Symbian,,0
1027500,Sony Ericsson,T237s,,Proprietary,,0
1027600,Sony,T637AAB,T637AAB-1031012\, Ericsson,Proprietary,,0
1027700,Motorola,C370,,Proprietary,,0
1027800,Motorola,E380,,Proprietary,,0
1027900,Sagem,B2003a AMR,B2003a AMR\, MyX-2,Proprietary,,0
1028000,Motorola,C250,C250\, C350,Proprietary,,0
1028100,Alcatel,One Touch 331a,,Proprietary,,0
1028200,Nokia,6800,6800\, 6800b,Symbian,,0
1028300,Nokia,3595,,Symbian,,0
1028400,Nokia,3300b,,Symbian,,0
1028500,Motorola,T720 T720i with EOTD,,Proprietary,,0
1028600,Samsung,SGH,SGH-R225M,Proprietary,,0
1028700,Siemens,SL56,,Proprietary,,0
1028800,Sierra Wireless,AirCard 755,,Proprietary,,0
1028900,Lg,G1500,G1500\, Electronics,Proprietary,,0
1029000,Sony,T106 19001022101,T106 19001022101-BV\, Ericsson,Proprietary,,0
1029100,Rim,BlackBerry 7280 Wireless HandheldColour LCDGSM850 PC4 Model RAO30GN,,Blackberry,,0
1029200,Rim,BlackBerry 6280 Wireless HandheldMono LCDGSM850 PC4 Model RAO31GN,,Blackberry,,0
1029300,Motorola,E380,,Proprietary,,0
1029400,Nixxo,NXG9230,NXG9230\, NGX,Proprietary,,0
1029500,Samsung,SGH,SGH-P107,Proprietary,,0
1029600,Telular Corp,TG,TG-5,Proprietary,,0
1029700,Siemens,A56i,,Proprietary,,0
1029800,Sharp,HT,HT-G02003PV-100,Proprietary,,0
1029900,Sierra Wireless,P5186,P5186-SK,Proprietary,,0
1030000,Motorola,C200,,Proprietary,,0
1030100,Siemens,A56,,Proprietary,,0
1030200,Siemens,A56i,,Proprietary,,0
1030300,Siemens,C61,,Proprietary,,0
1030400,Sagem,B2003aAMR,,Proprietary,,0
1030500,Lg,G4011,G4011\, Electronics,Proprietary,,0
1030600,Samsung,SGH,SGH-D415,Proprietary,,0
1030700,Trimble,TrimTrac,TrimTrac\, E11,Proprietary,,0
1030800,Nec,232eKMP6J1N1,232eKMP6J1N1-1A\, A232A,Proprietary,,0
1030900,Sagem,B2003a,,Proprietary,,0
1031000,Motorola,T720 T720i with EOTD,T720 T720i with EOTD\, 92575XZBSA,Proprietary,,0
1031100,Alcatel,One Touch 332a,,Proprietary,,0
1031200,Lg,G4010,,Proprietary,,0
1031300,Sony,T106 19001022101,T106 19001022101-BV\, Ericsson,Proprietary,,0
1031400,Sony Ericsson,T637AAB,T637AAB-1031012,Proprietary,,0
1031500,Trimble,CrossCheck GSM GPRS 850 1900,,Proprietary,,0
1031600,Powerloc Technologies Inc,PLD,,Proprietary,,0
1031700,Sendo Ltd,M551,,Proprietary,,0
1031800,Sierra,Voq A10,Voq A10\, Wireless,Proprietary,,0
1031900,Nokia,RH,RH-36\, 1100b,Symbian,,0
1032000,Nokia,RH,RH-36\, 1100b,Symbian,,0
1032100,Siemens,A56,,Proprietary,,0
1032200,Nokia,3595,,Symbian,,0
1032300,Nokia,3595,,Symbian,,0
1032400,Nokia,3595,,Symbian,,0
1032500,Nokia,3595,,Symbian,,0
1032600,Motorola,3595,3595\, V172,Symbian,,0
1032700,Nokia,3595,,Symbian,,0
1032800,Nokia,3595,,Symbian,,0
1032900,Motorola,G20,,Proprietary,,0
1033000,Samsung,SGH,SGH-X426,Proprietary,,0
1033100,Samsung,SGH,SGH-X427\, SGH-X426,Proprietary,,0
1033200,Sierra,Voq A11,Voq A11\, Wireless,Proprietary,,0
1033300,Sony,T226AAA,T226AAA-1041011-BV\, Ericsson,Proprietary,,0
1033400,Nokia,6010FEM,,Symbian,,0
1033500,Nokia,6010FEM,,Symbian,,0
1033600,Nokia,6010FEM,,Symbian,,0
1033700,Nokia,6010FEM,,Symbian,,0
1033800,Samsung,SGH,SGH-E316,Proprietary,,0
1033900,Nokia,N,RH-29\,RH-29[47]\, N-Gage QD\, N-GAGE\, RH-29 / N-Gage QD,Symbian,,0
1034000,Samsung,SGH,SGH-X427,Proprietary,,0
1034100,Samsung,SGH,SGH-R225M,Proprietary,,0
1034200,Samsung,SGH,SGH-P716,Proprietary,,0
1034300,Samsung,SGH,SGH-E600C,Proprietary,,0
1034400,Samsung,SGH,SGH-E608\, SGH-E600,Proprietary,,0
1034500,Lg,C1200,L1200\, Electronics\, C1200,Proprietary,,0
1034600,Lg,C1300,C1300i\,G4015\, Electronics,Proprietary,,0
1034700,Innostream,INNO 98,INNO 98\, Innostream,Proprietary,,0
1034800,Siemens,A56,,Proprietary,,0
1034900,Siemens,A56,,Proprietary,,0
1035000,Motorola,T720 PC4,,Proprietary,,0
1035100,Motorola,G20,,Proprietary,,0
1035200,Nokia,12,,Symbian,,0
1035300,Nokia,12,,Symbian,,0
1035400,Samsung,SGH,SGH-E105,Proprietary,,0
1035500,Samsung,SGH,SGH-E715,Proprietary,,0
1035600,Samsung,SGH,SGH-X105,Proprietary,,0
1035700,Siemens,A56i,,Proprietary,,0
1035800,Samsung,SGH,SGH-P735,Proprietary,,0
1035900,Samsung,SGH,SGH-X426,Proprietary,,0
1036000,Sagem,A2003aR2,,Proprietary,,0
1036100,Atroad,iLM2730,,Proprietary,,0
1036200,Sagem,E2004A,E2004A\, MyX-4a,Proprietary,,0
1036300,Motorola,C200,,Proprietary,,0
1036400,Motorola,C250,C250\, C236,Proprietary,,0
1036500,Motorola,C250,,Proprietary,,0
1036600,Samsung,SGH,SGH-E317,Proprietary,,0
1036700,Nokia,6651,,Symbian,,0
1036800,Benq,56W11,,Proprietary,,0
1036900,Adbon,HT,HT-G02013PV-108\, he45,Proprietary,,0
1037000,Danger Inc,GB,GB-G03003-AE,Proprietary,,0
1037100,Sony,GC83 FAF,GC83 FAF-1031011-BV\, Ericsson,Proprietary,,0
1037200,Nokia,1100b,RH-36\, 1100b\, RH-36 / 1100b,Symbian,,0
1037300,Nokia,RH,RH-36\, 1100b,Symbian,,0
1037400,Sony,T226AAA,T226AAA-1041011-BV\, Ericsson,Proprietary,,0
1037500,Nec,a535,,Proprietary,,0
1037600,Sendo Ltd,M571,,Proprietary,,0
1037700,Sony Ericsson,T637AAB,T637AAB-1031012,Proprietary,,0
1037800,Lg,C1300,C1300i\,G4015\, Electronics,Proprietary,,0
1037900,Lg,L1100,L1150\, Electronics,Proprietary,,0
1038000,Sony,T106 MS type1220101,T106 MS type1220101-BV\, Ericsson,Proprietary,,0
1038100,Samsung,SGH,SGH-X426,Proprietary,,0
1038200,Mentor Engineering Inc,MultiConnect GPRS,,Proprietary,,0
1038300,Motorola,M900,,Proprietary,,0
1038400,Skytec,Skytracker VR1,Skytracker VR1-W\, Skytracker/VR1,Proprietary,,0
1038500,Siemens,C61,,Proprietary,,0
1038600,Sony,T226m,T226m\, Ericsson,Proprietary,,0
1038700,Airlink,G3111,,Proprietary,,0
1038800,Airlink,G3211,,Proprietary,,0
1038900,Airlink,G3311,,Proprietary,,0
1039000,Trimble,R8,,Proprietary,,0
1039100,Samsung,SGH,SGH-E315,Proprietary,,0
1039200,Samsung,SGH,SGH-S300M,Proprietary,,0
1039300,Samsung,SGH,SGH-E608,Proprietary,,0
1039400,Sony,T226,T226\, Ericsson,Proprietary,,0
1039500,Samsung,SGH,SGH-X427M,Proprietary,,0
1039600,Pantech,GB310,,Proprietary,,0
1039700,Motorola,C115 C116,,Proprietary,,0
1039800,Sendo Ltd,S601,,Proprietary,,0
1039900,Samsung,SGH,SGH-X426M\, SGH-X426m,Proprietary,,0
1040000,Sagem,A2003a,A2003a\, MyX-1,Proprietary,,0
1040100,Sony,M56,T637\, M56\, Ericsson,Proprietary,,0
1040200,Siemens,C61,C61\, 827,Proprietary,,0
1040300,Motorola,C115,,Proprietary,,0
1040400,Motorola,C155 C156,,Proprietary,,0
1040500,Panasonic,EB,EB-X500U,Proprietary,,0
1040600,Sagem,B2003,,Proprietary,,0
1040700,Tct Mobile Suzhou,One Touch 331P,,Proprietary,,0
1040800,Sony,Z500aZ505a,Z500aZ505a\, Ericsson,Proprietary,,0
1040900,Sony,BT,BT-2010\, Ericsson,Proprietary,,0
1041000,Bluetree Wireless Rim,M2M,M2M-GPRS-S,Proprietary,,0
1041100,Nokia,RH,RH-36,Symbian,,0
1041200,Nokia,RH,RH-36,Symbian,,0
1041300,Motorola,C200,C200\, C195,Proprietary,,0
1041400,Samsung,SGH,SGH-D428,Proprietary,,0
1041500,Nokia,6010FEM,,Symbian,,0
1041600,Nokia,6010FEM,,Symbian,,0
1041700,Nokia,6010FEM,,Symbian,,0
1041800,Nokia,6010FEM,,Symbian,,0
1041900,Nokia,6010FEM,,Symbian,,0
1042000,Nokia,6010FEM,,Symbian,,0
1042100,Lg,G4020,G4050\, G4020\, Electronics,Proprietary,,0
1042200,Lg,L1400,L1400\, Electronics,Proprietary,,0
1042300,N707,SGH,SGH-N707,Proprietary,,0
1042400,Westermo Teleindustri Ab,GD,GD-01 US,Proprietary,,0
1042500,Motorola,AirCard 775,AirCard 775\, V300,Proprietary,,0
1042600,Alcatel,One Touch 557a,,Proprietary,,0
1042700,Nokia,3595,,Symbian,,0
1042800,Nokia,3595,,Symbian,,0
1042900,Nokia,3595,,Symbian,,0
1043000,Nokia,3595,,Symbian,,0
1043100,Samsung,SGH,SGH-E105,,,
1043200,Sendo Ltd,S331Type,S331Type: SND331,Proprietary,,0
1043300,Csi Wireless Inc,AL410,WISMO Quik Q2426\, AL410,Proprietary,,0
1043400,Csi Wireless Inc,AL411,,Proprietary,,0
1043500,Csi Wireless Inc,AssetLink 420,,Proprietary,,0
1043600,Samsung,SGH,SGH-C207,Proprietary,,0
1043700,Mult-Tech Systems Inc,MTCBA,MTCBA-G-UF1,Proprietary,,0
1043800,Multi-Tech,MTCBA,MTCBA-G-UF2\, MultiModem,Proprietary,,0
1043900,Motorola,C115 C116,,Proprietary,,0
1044000,Nokia,RH,RH-36\, 1100b,Symbian,,0
1044100,Nokia,RH,RH-36\, 1100b,Symbian,,0
1044200,Nokia,RH,RH-36\, 1100b,Symbian,,0
1044300,Telular Corp,SX6 850 1800 1900,,Proprietary,,0
1044400,Siemens,SL56,,Proprietary,,0
1044500,Sony,T237AAA,T237AAA-1041013-BV T226m\, Ericsson,Proprietary,,0
1044600,Samsung,SGH,SGH-X427,Proprietary,,0
1044700,Nokia,RH,RH-36\, 1100b,Symbian,,0
1044800,Nokia,RH,RH-36,Symbian,,0
1044900,Siemens,SL56,,Proprietary,,0
1045000,Panasonic,EB,EB-X100U,Proprietary,,0
1045100,Samsung,SGH,SGH-R225M,Proprietary,,0
1045200,Motorola,C350 PC4,,Proprietary,,0
1045300,Motorola,C115 C116,,Proprietary,,0
1045400,Samsung,SGH,SGH-X426,Proprietary,,0
1045500,Curitel Communicationsinc,GA,GA-400B,Proprietary,,0
1045600,Lg,C1300,C1300i\,G4015\, Electronics,Proprietary,,0
1045700,Lg,C1300,C1300i\,G4015\, Electronics,Proprietary,,0
1045800,Motorola,G20,,Proprietary,,0
